Day fraction since midnight on	photometer (mg/L)	photometer (volts)
0.6827764192	4.469733715	1.826305747
0.6827879854	4.430580139	1.839948297
0.6827995748	4.359182835	1.864978313
0.682811141	4.366250992	1.862491608
0.6828227304	4.350493431	1.868038297
0.6828342967	4.312565804	1.88142848
0.682845863	4.249720097	1.903740287
0.682857452	4.209566116	1.918077469
0.6828690186	4.223314762	1.913161159
0.6828805848	4.204556942	1.919870496
0.6828921741	4.164851189	1.934118629
0.6829037404	4.176262379	1.930017352
0.6829153066	4.154317379	1.937909126
0.682926896	4.129765511	1.946761012
0.6829384622	4.104814529	1.955781698
0.6829500513	4.05700779	1.973135233
0.6829616178	4.025659561	1.984564424
0.6829731842	3.986694098	1.998826385
0.6829847504	3.976426601	2.002594709
0.6829963397	3.961986542	2.007901669
0.683007906	3.972801924	2.003926039
0.6830194722	3.940282106	2.015894413
0.6830310616	3.921275854	2.022909403
0.6830426279	3.91282773	2.026032209
0.6830541941	3.856566668	2.046903849
0.6830657834	3.823150635	2.059362173
0.6830773497	3.809597015	2.064428568
0.6830889157	3.809545994	2.064447641
0.6831005054	3.752170324	2.085979223
0.6831120716	3.741445303	2.090019226
0.6831236378	3.754127502	2.08524251
0.6831352272	3.682256222	2.112401962
0.6831467934	3.632996559	2.131142139
0.6831583597	3.639904738	2.128507853
0.6831699488	3.672347069	2.116163492
0.6831815153	3.635164261	2.130315304
0.6831931047	3.600272179	2.143648386
0.6832046706	3.570157051	2.15519762
0.6832162372	3.571485281	2.154687405
0.6832278031	3.594101667	2.146011591
0.6832393928	3.593504429	2.146240473
0.6832509591	3.528247595	2.171334267
0.6832625251	3.470740557	2.193598986
0.6832741377	3.414861918	2.215369701
0.6832856806	3.376547813	2.23037529
0.6832972472	3.359780788	2.23696208
0.6833088362	3.316790819	2.253906488
0.6833204028	3.343227863	2.243476868
0.683331969	3.361305952	2.236362457
0.6833435584	3.346154451	2.242324114
0.6833551246	3.367435455	2.233953476
0.6833667137	3.3119452	2.255821466
0.68337828	3.28361702	2.267037153
0.6833898465	3.261992931	2.275622368
0.6834014128	3.194097757	2.302712202
0.6834130022	3.157203913	2.317518473
0.6834245681	3.133455038	2.327081442
0.6834361347	3.123857737	2.330953121
0.683447724	3.156983852	2.317606926
0.6834593134	3.133276463	2.327153444
0.6834708565	3.100602388	2.34035182
0.6834824459	3.056152821	2.358383656
0.6834940118	3.028460264	2.369662762
0.6835055784	3.003898144	2.379695892
0.6835171677	2.977311373	2.390586853
0.6835287455	2.979398489	2.389730692
0.6835403115	2.949782848	2.40189743
0.6835518778	2.942895412	2.404732704
0.6835634674	2.916592598	2.415580273
0.6835750334	2.886866093	2.427877903
0.6835865999	2.88155365	2.430079937
0.6835981893	2.86849618	2.435497761
0.6836097552	2.818633318	2.456259251
0.6836213218	2.789272547	2.468538046
0.6836329109	2.78050518	2.472212315
0.6836444771	2.804990768	2.4619596
0.6836560436	2.813765526	2.458292246
0.6836676327	2.750855446	2.484664679
0.6836791993	2.692342281	2.509359598
0.6836907886	2.720993996	2.497247458
0.6837023546	2.701766014	2.505371571
0.6837139214	2.689282417	2.510655403
0.6837255102	2.666616678	2.520267725
0.6837370767	2.636925221	2.532896042
0.6837486427	2.607384443	2.545501709
0.683760209	2.583821535	2.5555861
0.6837717986	2.558036804	2.566651583
0.6837833646	2.565082789	2.56362462
0.6837949311	2.557382822	2.566932678
0.6838065205	2.55038476	2.569941521
0.6838180867	2.531903982	2.577898741
0.6838296531	2.505964279	2.589095116
0.6838412424	2.4679842	2.605546713
0.6838528086	2.463150501	2.607645512
0.6838643749	2.448428392	2.614044666
0.6838759639	2.418655634	2.627017736
0.6838875302	2.375482798	2.645905972
0.6838990968	2.347820759	2.658055782
0.6839106858	2.345266104	2.659179688
0.6839222523	2.324460983	2.668344975
0.6839338183	2.322317839	2.669290304
0.683945408	2.318828344	2.670830011
0.6839569742	2.323457718	2.668787479
0.6839685402	2.306213141	2.676401138
0.6839801298	2.296038151	2.680900335
0.6839917192	2.269525766	2.692647457
0.6840032855	2.24753356	2.702418089
0.6840148514	2.224697113	2.712589026
0.684026441	2.218477488	2.715363503
0.6840379842	2.183106899	2.731178761
0.6840495733	2.15905261	2.741969585
0.6840611629	2.160825491	2.741173267
0.6840727061	2.18388319	2.730830908
0.6840842954	2.182545424	2.731430292
0.6840958614	2.122029066	2.758634806
0.684107428	2.094988108	2.770849943
0.6841190173	2.087038517	2.774447918
0.6841305835	2.08231616	2.776586771
0.6841421729	2.069864988	2.782231569
0.6841537392	2.040402651	2.795619488
0.6841653055	2.009685993	2.809623957
0.684176872	2.037773371	2.796816349
0.6841884623	2.022011042	2.803998947
0.6842000294	2.006513119	2.811073303
0.6842115966	2.004962206	2.811781883
0.6842231866	1.99403882	2.816776276
0.6842347541	1.979289651	2.823529482
0.6842463212	1.955757141	2.834327221
0.6842579114	1.919679165	2.850936174
0.6842695017	1.871008277	2.873447895
0.6842810458	1.853260279	2.881687164
0.6842926361	1.836467862	2.889497757
0.6843042032	1.835374594	2.890006781
0.6843157704	1.834730387	2.890306711
0.6843273606	1.808271527	2.90264535
0.6843389278	1.821837425	2.896314621
0.6843504946	1.807567	2.902974367
0.6843620851	1.770743728	2.920207977
0.6843736521	1.768703818	2.921164751
0.6843852194	1.789421678	2.911457777
0.6843968096	1.756498575	2.926893711
0.6844083767	1.714604974	2.946617127
0.6844199438	1.658830047	2.973018408
0.684431534	1.637901187	2.982967377
0.6844431011	1.650642633	2.97690773
0.6844546679	1.632843971	2.985374928
0.6844662584	1.607178569	2.997613907
0.6844778252	1.593826294	3.003994942
0.6844893926	1.598020315	3.001989603
0.6845009828	1.614572167	2.994084597
0.6845125499	1.622803927	2.990158558
0.6845241398	1.56479156	3.017903328
0.6845357072	1.53561163	3.031926394
0.6845472744	1.536468506	3.031513929
0.6845588642	1.534380913	3.032518864
0.6845704313	1.515695334	3.041523695
0.6845819985	1.490284324	3.053799629
0.6845935889	1.491935492	3.053000927
0.6846051561	1.519068599	3.039896727
0.6846167229	1.512979507	3.042834044
0.6846283134	1.480589747	3.058492184
0.6846398805	1.456707478	3.070073605
0.6846514473	1.439857006	3.078263521
0.6846630378	1.433718324	3.081250906
0.6846746046	1.439407587	3.078482151
0.6846861948	1.437405944	3.079456091
0.6846977619	1.377614379	3.108648539
0.6847093293	1.368387699	3.113170624
0.6847209195	1.363910317	3.115366697
0.6847324863	1.358510375	3.11801672
0.6847440538	1.339916229	3.127153873
0.6847556209	1.31695044	3.138465405
0.6847672107	1.307810068	3.14297533
0.6847787781	1.284489751	3.15450263
0.6847903684	1.277198196	3.158113003
0.6848019355	1.272295833	3.160542011
0.6848135023	1.271391988	3.16099
0.6848250928	1.271238446	3.161066055
0.6848366596	1.267050862	3.163142204
0.6848482267	1.251984716	3.170619726
0.6848597938	1.255767345	3.168741226
0.6848713843	1.2568295	3.168213844
0.6848829514	1.23482132	3.179153442
0.6848945185	1.204596996	3.194220543
0.6849061087	1.171334863	3.210860491
0.6849176759	1.177845359	3.207598686
0.6849292429	1.171164513	3.210945845
0.6849408328	1.149697185	3.221718073
0.6849524002	1.147519231	3.222812414
0.6849639672	1.152667999	3.220225811
0.6849755575	1.129344225	3.231954813
0.6849871243	1.100635171	3.246433735
0.6849986915	1.091333628	3.251134634
0.6850102819	1.077719808	3.258023739
0.685021849	1.079458714	3.257143259
0.6850334162	1.081872702	3.255921125
0.6850450064	1.07237041	3.260733604
0.6850565963	1.074570775	3.259618759
0.6850681637	1.06917429	3.26235342
0.6850797308	1.051745057	3.271196842
0.6850913209	1.039701223	3.277317762
0.6851028878	1.028198242	3.283171415
0.6851144552	1.020281911	3.287204266
0.685126022	1.009539008	3.292682648
0.6851376125	1.008289695	3.293320179
0.6851491793	1.016799688	3.288979292
0.6851607695	1.018207908	3.288261414
0.6851723138	0.997774899	3.298689365
0.6851839041	0.968680799	3.313578367
0.6851954709	0.9502751231	3.323022366
0.6852070382	0.9503080845	3.323005438
0.6852186284	0.9596658945	3.318201542
0.6852301954	0.9479373097	3.32422328
0.6852417624	0.945338428	3.325558662
0.6852533526	0.920003891	3.338596582
0.6852649428	0.9119849801	3.342730999
0.6852764871	0.9008329511	3.3484869
0.685288077	0.8738064766	3.36246562
0.6852996444	0.8717465401	3.363532782
0.6853112115	0.8634251356	3.367846251
0.6853228017	0.84553653	3.377132416
0.6853343689	0.8625319004	3.368309498
0.685345959	0.8584691286	3.370417118
0.6853575261	0.8435752392	3.378151655
0.6853690932	0.8161337376	3.392435789
0.68538066	0.8032319546	3.399166584
0.6853922505	0.7976891398	3.402061224
0.6854038173	0.7863742709	3.407975674
0.6854154078	0.7743471265	3.414270639
0.6854269749	0.7760515809	3.413378
0.6854385417	0.7750117183	3.413922548
0.6854501091	0.7671242952	3.418055058
0.6854616994	0.7648384571	3.419253349
0.6854732662	0.7694925666	3.41681385
0.6854848336	0.7575719357	3.423064709
0.6854964235	0.7434165478	3.430498123
0.685508014	0.73933357	3.432644367
0.685519558	0.7353336215	3.434747934
0.6855311479	0.7313313484	3.436853647
0.6855427151	0.7200564742	3.442790747
0.6855542824	0.722078383	3.441725493
0.6855658723	0.7198827267	3.442882299
0.6855774397	0.716596961	3.444613934
0.6855890065	0.7144654393	3.4457376
0.685600597	0.7036027312	3.451468229
0.6856121638	0.7005039454	3.453104258
0.6856237313	0.7017406821	3.452451229
0.6856353214	0.6986253858	3.454096317
0.6856468885	0.6934238672	3.45684433
0.6856584787	0.6904801726	3.45840025
0.6856700459	0.6971516609	3.454874754
0.6856816361	0.6921972632	3.45749259
0.6856932032	0.6868403554	3.460324764
0.6857047703	0.6813672185	3.46322012
0.6857163374	0.6784282923	3.464775562
0.6857279276	0.6788125038	3.464572191
0.6857394944	0.6743705869	3.466923952
0.6857510618	0.6726541519	3.467833042
0.6857626517	0.6707075834	3.468864203
0.6857742191	0.6689603329	3.469789982
0.6857857862	0.6691974401	3.469664335
0.6857973765	0.668734014	3.469909906
0.6858089435	0.6657803059	3.471475363
0.6858205103	0.6609703898	3.474025726
0.6858321008	0.6618573666	3.473555327
0.685843668	0.6590285897	3.475055695
0.6858552348	0.657763958	3.475726605
0.685866825	0.6735854745	3.467339754
0.6858783921	0.6516904831	3.478950024
0.6858899595	0.6498404741	3.479932308
0.6859015497	0.6466376185	3.481633425
0.6859131167	0.6471730471	3.481348991
0.6859246836	0.6450852752	3.482458115
0.6859362741	0.6458028555	3.482076883
0.6859478409	0.6464890242	3.481712341
0.6859594083	0.6463395953	3.481791735
0.6859709985	0.6430944204	3.483515978
0.6859825656	0.6401589513	3.485076189
0.6859941555	0.6382229924	3.486105442
0.6860057229	0.6371299028	3.486686707
0.6860172897	0.6352412105	3.487691164
0.6860288571	0.6348409057	3.487904072
0.6860404473	0.6353026032	3.487658501
0.6860520141	0.6345885396	3.488038302
0.6860635813	0.6318131685	3.489514828
0.6860751714	0.6322115064	3.489302874
0.6860867388	0.6333354115	3.48870492
0.6860983059	0.6312091351	3.489836216
0.6861098962	0.632077992	3.489373922
0.6861214633	0.6315008402	3.489681006
0.6861330301	0.6288343668	3.491100073
0.6861446206	0.6250953078	3.49309063
0.6861561877	0.6226478219	3.494394064
0.6861677548	0.6222113967	3.494626522
0.686179345	0.6230739355	3.49416709
0.6861909352	0.6210865974	3.495225668
0.6862025023	0.6193270087	3.49616313
0.6862140694	0.619455874	3.496094465
0.6862256366	0.6207504869	3.49540472
0.6862372036	0.6211013794	3.4952178
0.6862487935	0.6195172071	3.496061802
0.6862603841	0.6176236868	3.497070789
0.6862719281	0.617174983	3.497309923
0.6862835182	0.6171507835	3.497322798
0.6862951081	0.6166998744	3.497563124
0.6863066524	0.6163871884	3.497729778
0.6863182426	0.613997519	3.499003649
0.6863298098	0.6135243773	3.499255896
0.6863413769	0.6136978865	3.499163389
0.6863529668	0.6130588651	3.499504089
0.6863645342	0.6117899418	3.500180721
0.6863761013	0.6119410992	3.500100136
0.6863876912	0.6118704677	3.500137806
0.6863992817	0.611315608	3.500433683
0.6864108257	0.6113795638	3.50039959
0.6864224156	0.6096982956	3.501296282
0.6864339828	0.6089594364	3.501690388
0.6864455502	0.6078006029	3.502308607
0.68645714	0.6073085666	3.502571106
0.6864687305	0.6073157191	3.502567291
0.6864802742	0.6067491174	3.502869606
0.6864918647	0.6067383885	3.502875328
0.6865034319	0.6064926386	3.503006458
0.6865149987	0.6061816216	3.503172398
0.6865265892	0.6053993106	3.503589869
0.686538156	0.604246676	3.504204989
0.6865497231	0.6031344533	3.504798651
0.6865613136	0.6027311087	3.505013943
0.6865728807	0.6027864814	3.504984379
0.6865844478	0.6020938158	3.505354166
0.686596038	0.6017472148	3.505539179
0.6866076051	0.6011121869	3.50587821
0.6866191719	0.6006795168	3.506109238
0.6866307624	0.5999619365	3.506492376
0.6866423526	0.5997828841	3.506587982
0.6866539194	0.5994788408	3.506750345
0.6866654869	0.5995328426	3.506721497
0.686677054	0.599363625	3.506811857
0.686688621	0.5985618234	3.507240057
0.6867002343	0.5975872874	3.507760525
0.6867117783	0.5978019834	3.507645845
0.6867233455	0.5974453688	3.507836342
0.6867349357	0.5968360305	3.508161783
0.6867465028	0.5958858132	3.508669376
0.6867580929	0.5959456563	3.508637428
0.6867696598	0.5961518288	3.508527279
0.6867812503	0.5957090855	3.50876379
0.6867928174	0.5949638486	3.509161949
0.6868043842	0.5949392915	3.509175062
0.6868159516	0.5942025185	3.509568691
0.6868275418	0.5940387845	3.509656191
0.6868391086	0.5937255621	3.509823561
0.6868506991	0.5932369828	3.510084629
0.6868622659	0.5929607749	3.51023221
0.686873833	0.5928117633	3.510311842
0.6868854001	0.5918838382	3.510807753
0.6868969906	0.5919061303	3.510795832
0.6869085577	0.5915961266	3.510961533
0.6869201249	0.5915020108	3.511011839
0.6869317147	0.5910523534	3.511252165
0.6869432821	0.5912209749	3.511162043
0.686954849	0.5901789665	3.511718988
0.6869664395	0.5902494788	3.511681318
0.6869780066	0.5897842646	3.511929989
0.6869895737	0.5901004672	3.51176095
0.6870011639	0.5895305276	3.512065649
0.687012731	0.5893824697	3.512144804
0.6870242981	0.5893186927	3.512178898
0.6870358883	0.5881498456	3.512803793
0.6870474554	0.5878502131	3.51296401
0.6870590225	0.5875763893	3.513110399
0.6870706127	0.5876861215	3.513051748
0.6870821798	0.5869517326	3.513444424
0.6870937466	0.5873164535	3.513249397
0.6871053371	0.5868228674	3.513513327
0.6871169042	0.5872647166	3.513277054
0.6871284713	0.5858594179	3.514028549
0.6871400615	0.5857194662	3.514103413
0.6871516287	0.5858554244	3.514030695
0.6871631958	0.5848974586	3.514543057
0.6871747857	0.5846028328	3.514700651
0.6871863531	0.585467577	3.514238119
0.6871979202	0.5852116942	3.514374971
0.6872095104	0.585168004	3.514398336
0.6872210775	0.5849665403	3.514506102
0.6872326446	0.5842711926	3.514878035
0.6872442348	0.5845069885	3.514751911
0.6872558019	0.5841192007	3.514959335
0.687267369	0.5836984515	3.515184403
0.6872789592	0.5835878849	3.51524353
0.6872905494	0.5834907293	3.515295506
0.6873020934	0.5835308433	3.515274048
0.6873136836	0.5834230185	3.515331745
0.6873252735	0.5832843781	3.515405893
0.6873368409	0.5827116966	3.515712261
0.6873484311	0.5821158886	3.516031027
0.6873599749	0.5822326541	3.515968561
0.6873715423	0.5820347667	3.516074419
0.6873831325	0.5816609263	3.516274452
0.6873946996	0.5820503831	3.516066074
0.6874062667	0.5817545056	3.516224384
0.6874178569	0.5811837316	3.516529799
0.687429424	0.5807194114	3.516778231
0.6874410139	0.5806828737	3.516797781
0.687452581	0.5802618861	3.517023087
0.6874641484	0.5802369118	3.517036438
0.6874757156	0.580170095	3.517072201
0.6874873054	0.5795882344	3.517383575
0.6874988728	0.5793120265	3.517531395
0.6875104396	0.578776598	3.517817974
0.6875220301	0.5789868236	3.517705441
0.6875335973	0.5785948634	3.517915249
0.687545164	0.5780496597	3.518207073
0.6875567542	0.5782366991	3.518106937
0.6875683444	0.5782638788	3.518092394
0.6875798887	0.5776870847	3.518401146
0.687591479	0.5770942569	3.518718481
0.6876030461	0.5768635869	3.518841982
0.6876146132	0.5765357614	3.519017458
0.6876262034	0.5768737793	3.518836498
0.6876377705	0.5764899254	3.519042015
0.6876493376	0.5764716268	3.51905179
0.6876609278	0.5759786963	3.51931572
0.687672518	0.5760623813	3.519270897
0.6876840621	0.5754487514	3.519599438
0.6876956522	0.5751196742	3.519775629
0.6877072193	0.5752109885	3.519726753
0.6877187864	0.5752122998	3.519726038
0.6877303998	0.5752782226	3.519690752
0.6877419438	0.5748587847	3.519915342
0.6877535109	0.5751094818	3.519781113
0.6877651011	0.5749554038	3.519863606
0.6877766682	0.5745813847	3.520063877
0.6877882584	0.5740635395	3.520341158
0.6877998255	0.5742732882	3.520228863
0.6878113926	0.5734447241	3.52067256
0.6878229594	0.5734460354	3.520671845
0.6878345497	0.5734362602	3.52067709
0.6878461164	0.5735293031	3.52062726
0.6878577057	0.5735595822	3.520611048
0.6878692726	0.5733053684	3.520747185
0.6878808623	0.5734131336	3.520689488
0.6878924289	0.5726323128	3.521107674
0.6879039955	0.5724804997	3.521188974
0.6879155621	0.5727244616	3.521058321
0.6879271515	0.5726674795	3.521088839
0.6879387181	0.5720090866	3.52144146
0.687950285	0.5715768933	3.521672964
0.6879618745	0.5713258386	3.521807432
0.6879734414	0.5716414452	3.521638393
0.687985008	0.5716481209	3.521634817
0.6879965977	0.5715159178	3.521705627
0.6880081643	0.5715960264	3.521662712
0.6880197306	0.5714527369	3.521739483
0.6880313206	0.5712702274	3.521837235
0.6880428872	0.5711740851	3.521888733
0.6880544769	0.5712270737	3.521860361
0.6880660432	0.5708394051	3.522068024
0.6880776099	0.5710414648	3.521959782
0.6880891769	0.5709564686	3.52200532
0.6881007664	0.5704793334	3.522260904
0.6881123328	0.5706925392	3.522146702
0.6881239225	0.5705087185	3.522245169
0.6881354891	0.5699346066	3.522552729
0.688147056	0.5699822307	3.522527218
0.6881586223	0.5696213245	3.522720575
0.688170212	0.5693810582	3.522849321
0.6881817786	0.5694949627	3.522788286
0.6881933452	0.5696555972	3.522702217
0.6882049349	0.5693036318	3.522890806
0.6882165019	0.569101572	3.522999048
0.6882280682	0.5693285465	3.522877455
0.6882396581	0.5690838099	3.523008585
0.6882512248	0.5688199401	3.523149967
0.6882627911	0.568541348	3.523299217
0.6882743811	0.5686330199	3.523250103
0.6882859477	0.5688862205	3.523114443
0.6882975141	0.5683923364	3.523379087
0.6883091037	0.568297565	3.523429871
0.6883206706	0.5681396127	3.523514509
0.6883322372	0.5684822202	3.523330927
0.6883438267	0.5680719614	3.523550749
0.6883553935	0.567869544	3.523659229
0.688366983	0.5671901703	3.524023294
0.6883785496	0.5677658319	3.523714781
0.6883901396	0.5675731897	3.523818016
0.6884016831	0.5677018166	3.523749113
0.6884132728	0.567448616	3.523884773
0.6884248622	0.5669556856	3.524148941
0.6884364288	0.5669837594	3.524133921
0.6884479957	0.5668004751	3.524232149
0.6884595623	0.5669152141	3.524170637
0.6884711289	0.5666865706	3.524293184
0.6884827186	0.566960156	3.524146557
0.6884942853	0.5668876171	3.524185419
0.6885058631	0.5661598444	3.524575472
0.6885174297	0.5661950111	3.524556637
0.6885290197	0.5664690137	3.524409771
0.6885405861	0.5660575628	3.524630308
0.6885521761	0.5664294362	3.52443099
0.6885637424	0.5661305189	3.524591208
0.6885753093	0.565869391	3.524731159
0.6885868759	0.5654984117	3.52493
0.6885984656	0.5655562282	3.524899006
0.6886100322	0.5653125048	3.525029659
0.6886215988	0.5655686855	3.52489233
0.6886331884	0.5659499168	3.524688005
0.6886447551	0.5654979944	3.524930239
0.6886563217	0.5650371909	3.52517724
0.6886679115	0.5648579597	3.525273323
0.688679478	0.5654116869	3.524976492
0.6886910447	0.5651243329	3.52513051
0.6887026344	0.5652168989	3.525080919
0.6887142007	0.5652248859	3.525076628
0.6887257907	0.5650362968	3.525177717
0.6887373573	0.5649451017	3.525226593
0.6887489239	0.5648494959	3.525277853
0.6887604902	0.5651999712	3.525089979
0.6887720803	0.5652666688	3.525054216
0.6887836465	0.5651474595	3.525118113
0.6887952134	0.5650758743	3.525156498
0.6888068032	0.5649477839	3.525225163
0.6888183698	0.5647774339	3.525316477
0.6888299361	0.5653182864	3.52502656
0.6888415261	0.5651906133	3.525094986
0.6888530927	0.5652938485	3.525039673
0.6888646593	0.5651390553	3.525122643
0.688876249	0.5650314093	3.52518034
0.6888878384	0.5652502179	3.525063038
0.6888993822	0.5650420785	3.525174618
0.688910972	0.5652106404	3.525084257
0.6889225382	0.5650674105	3.525161028
0.6889341051	0.5651714802	3.525105238
0.6889456948	0.5650589466	3.525165558