Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6242491155	0.8497412801	3.3749480247
0.6242606839	0.8499799967	3.3748240471
0.6242722601	0.8506447077	3.3744788170
0.6242838290	0.8505556583	3.3745250702
0.6242953987	0.8453621864	3.3772230148
0.6243069710	0.8644421697	3.3673188686
0.6243185537	0.8572653532	3.3710417747
start
0.6243301244	0.8644416928	3.3673191071
0.6243417037	0.8611134291	3.3690452576
0.6243532782	0.8763797879	3.3611328602
0.6243648510	0.8731907010	3.3627846241
0.6243764268	0.8939177394	3.3520596027
0.6243879964	0.8968871236	3.3505251408
0.6243995673	0.9081299305	3.3447198868
0.6244111490	0.9096034765	3.3439595699
0.6244227186	0.9131035805	3.3421540260
0.6244342815	2.5481867790	2.5708870888
0.6244458795	2.4310171604	2.6216261387
0.6244574296	3.3352985382	2.2466018200
0.6244690189	2.3066582680	2.6762044430
0.6244805767	5.0686388016	1.6248431206
0.6244921469	1.7706258297	2.9202632904
0.6245037242	1.9412900209	2.8409793377
0.6245153054	0.9512931705	3.3224995136
0.6245268815	0.9245665669	3.3362457752
0.6245384763	0.9049878120	3.3463416100
0.6245500195	0.8908119202	3.3536651134
0.6245615947	0.8865985870	3.3558440208
0.6245731856	0.8935791850	3.3522346020
0.6245847607	0.8785388470	3.3600149155
0.6245963175	0.8512718678	3.3741531372
0.6246079071	0.8556666970	3.3718714714
0.6246194831	0.8377879858	3.3811604977
0.6246310492	0.8507994413	3.3743984699
0.6246426227	0.8393917084	3.3803265095
0.6246541978	0.8413424492	3.3793122768
0.6246657685	0.8414951563	3.3792328835
0.6246773599	0.8365388513	3.3818101883
0.6246889065	0.8282465935	3.3861253262
0.6247004961	0.8269520402	3.3867993355
0.6247120696	0.8205654621	3.3901259899
0.6247236386	0.8165535927	3.3922169209
0.6247352091	0.8120840192	3.3945474625
0.6247467777	0.8087928295	3.3962643147
0.6247583526	0.8022533655	3.3996775150
0.6247699535	0.8043814898	3.3985664845
0.6247815288	0.8121507764	3.3945126534
0.6247930719	0.8231794238	3.3887641430
0.6248046463	0.8438959122	3.3779850006
0.6248162323	0.8560190201	3.3716886044
0.6248278069	0.8813221455	3.3585741520
0.6248393814	0.8958424926	3.3510649204
0.6248509518	0.8945894241	3.3517124653
0.6248625295	0.8911139965	3.3535089493
0.6248741096	0.8930131793	3.3525271416
0.6248856775	0.8894982338	3.3543443680
0.6248972463	0.8935348988	3.3522574902
0.6249088145	0.8904706836	3.3538415432
0.6249203893	0.8933291435	3.3523638248
0.6249319653	0.8881723285	3.3550300598
0.6249435381	0.8952929974	3.3513488770
0.6249551273	0.8893829584	3.3544039726
0.6249666978	0.8952786922	3.3513562679
0.6249782639	0.8886370063	3.3547897339
0.6249898500	1.0682473183	3.2628233433
0.6250014175	0.8604217172	3.3694040775
0.6250129926	0.9266071320	3.3351948261
0.6250245603	0.9124721289	3.3424797058
0.6250361287	0.9277641773	3.3345990181
0.6250476990	0.8990105391	3.3494281769
0.6250592889	0.9976932406	3.2987310886
0.6250708595	0.9015586972	3.3481121063
0.6250824270	0.9326671362	3.3320751190
0.6250939948	0.9026076794	3.3475704193
0.6251055841	0.9083812833	3.3445901871
0.6251171734	0.8932973146	3.3523802757
0.6251287262	0.9084076285	3.3445765972
0.6251402959	0.8915359378	3.3532907963
0.6251518787	0.9153634906	3.3409886360
0.6251634587	0.8944067359	3.3518068790
0.6251750249	0.9137790203	3.3418056965
0.6251865911	0.8978326917	3.3500366211
0.6251981717	0.9113665223	3.3430500031
0.6252097413	0.9002752900	3.3487749100
0.6252213168	0.9106672406	3.3434107304
0.6252328865	0.9009049535	3.3484497070
0.6252444627	0.9016639590	3.3480577469
0.6252560317	0.8966181278	3.3506641388
0.6252676240	0.8958775401	3.3510468006
0.6252792136	0.8980029821	3.3499486446
0.6252907640	0.8959615231	3.3510034084
0.6253023303	0.8931423426	3.3524603844
0.6253139059	0.8857569695	3.3562793732
0.6253254985	0.8929786086	3.3525450230
0.6253370700	0.8907307982	3.3537070751
0.6253486406	0.8969157338	3.3505103588
0.6253602216	0.9018065929	3.3479840755
0.6253717901	0.8917047381	3.3532035351
0.6253833621	0.8876071572	3.3553223610
0.6253949328	0.8895185590	3.3543338776
0.6254065106	0.8910143971	3.3535604477
0.6254180999	0.8863469362	3.3559741974
0.6254296564	0.8957968354	3.3510885239
0.6254412204	0.8868770003	3.3557000160
0.6254528096	0.8844389915	3.3569612503
0.6254643783	0.8882769346	3.3549759388
0.6254759490	0.8853523135	3.3564887047
0.6254875220	0.8853067160	3.3565123081
0.6254990999	0.8814280629	3.3585193157
0.6255106661	0.8834685683	3.3574633598
0.6255222471	0.8820872903	3.3581781387
0.6255338155	0.8824434280	3.3579938412
0.6255453886	0.8800618649	3.3592264652
0.6255569568	0.8850237727	3.3566586971
0.6255685331	0.8785411119	3.3600137234
0.6255801241	0.8815501332	3.3584561348
0.6255916753	0.8776846528	3.3604571819
0.6256032642	0.8838597536	3.3572609425
0.6256148420	0.8815847039	3.3584382534
0.6256264130	0.8804681301	3.3590161800
0.6256379825	0.8793410659	3.3595995903
0.6256495531	0.8814036846	3.3585319519
0.6256611348	0.8784319758	3.3600702286
0.6256727034	0.8804920912	3.3590037823
0.6256842795	0.8763056397	3.3611712456
0.6256958543	0.8801295757	3.3591914177
0.6257074274	0.8800567985	3.3592290878
0.6257189937	0.8771095276	3.3607549667
0.6257305677	0.8800291419	3.3592433929
0.6257421570	0.8801986575	3.3591556549
0.6257537298	0.8790311217	3.3597600460
0.6257653190	0.8772324324	3.3606913090
0.6257768670	0.8815644383	3.3584487438
0.6257884335	0.8769773841	3.3608233929
0.6258000116	0.8811815977	3.3586468697
0.6258115831	0.8788358569	3.3598611355
0.6258231576	0.8836076856	3.3573913574
0.6258347468	0.8820840716	3.3581798077
0.6258463172	0.8871392608	3.3555643559
0.6258578832	0.8912038803	3.3534624577
0.6258694542	0.8960801363	3.3509421349
0.6258810435	0.9098571539	3.3438286781
0.6258926059	0.9176341295	3.3398180008
0.6259041952	0.9455945492	3.3254270554
0.6259157618	0.9538797736	3.3211712837
0.6259273280	0.9969928861	3.2990889549
0.6259389104	1.0041719675	3.2954220772
0.6259504994	1.0777834654	3.2579915524
0.6259620586	1.0827544928	3.2554748058
0.6259736248	1.1983753443	3.1973283291
0.6259852086	1.1988639832	3.1970841885
0.6259967748	1.3609526157	3.1168179512
0.6260083695	1.3637746572	3.1154332161
0.6260199354	1.6035102606	2.9993660450
0.6260314937	1.5981754065	3.0019154549
0.6260430614	1.9253094196	2.8483397961
0.6260546522	1.8819750547	2.8683648109
0.6260662434	2.3149766922	2.6725301743
0.6260778025	2.2686054707	2.6930558681
0.6260893688	2.8130059242	2.4586095810
0.6261009350	2.7800946236	2.4723844528
0.6261125240	3.4317867756	2.2087614536
0.6261240959	3.3568975925	2.2380959988
0.6261356618	4.1308574677	1.9463667870
0.6261472345	4.0830593109	1.9636671543
0.6261588010	5.0054240227	1.6454815865
0.6261703955	4.9984598160	1.6477640867
into photometer
0.6261819617	5.9975481033	1.3376736641
0.6261935398	5.9515867233	1.3511977196
0.6262051057	7.0628094673	1.0427772999
0.6262166764	7.0571994781	1.0442408323
0.6262282657	8.2808046341	0.7456351519
0.6262398381	8.3774156570	0.7237391472
0.6262514274	9.5792484283	0.4700852931
0.6262629983	9.6116647720	0.4637008011
0.6262745414	10.8570919037	0.2350053042
0.6262861353	11.3481073380	0.1531707793
0.6262977016	12.6979932785	-0.0501434766
0.6263092638	13.5402116776	-0.1624151617
0.6263208535	15.0533351898	-0.3395742476
0.6263324280	14.7211112976	-0.3031825125
0.6263439943	15.3303461075	-0.3689098060
0.6263555810	15.9710283279	-0.4334038496
0.6263671472	17.7397041321	-0.5894027352
0.6263787251	19.9993400574	-0.7489776015
0.6263902913	20.8766841888	-0.8009299040
0.6264018818	21.6336860657	-0.8418691754
0.6264134481	22.8105049133	-0.8990662098
0.6264250045	23.2554092407	-0.9188186526
0.6264365938	23.8997497559	-0.9457522035
0.6264481601	24.2316799164	-0.9588939548
0.6264597259	24.8580760956	-0.9824143648
0.6264713072	25.1276950836	-0.9920460582
0.6264828965	25.6888713837	-1.0111931562
0.6264944476	26.0580482483	-1.0231549740
0.6265060369	26.5817070007	-1.0393040180
0.6265176202	27.0325069427	-1.0524746180
0.6265291865	27.5067119598	-1.0656366348
0.6265407548	27.9122295380	-1.0763560534
0.6265523211	28.3750457764	-1.0880154371
0.6265639067	28.8506870270	-1.0993905067
0.6265754726	29.2937755585	-1.1094607115
0.6265870539	29.8228759766	-1.1208553314
0.6265986201	30.1287860870	-1.1271446943
0.6266101889	30.5946006775	-1.1363211870
0.6266217783	30.8769149780	-1.1416563988
0.6266333543	31.3714103699	-1.1506083012
0.6266449205	31.6372299194	-1.1552214622
0.6266564937	32.1806144714	-1.1642389297
0.6266680599	32.3666801453	-1.1672039032
0.6266796629	32.8483963013	-1.1746019125
0.6266912061	32.9392051697	-1.1759527922
0.6267027987	33.4843368530	-1.1837824583
0.6267143879	33.6042098999	-1.1854416132
0.6267259413	34.1968231201	-1.1933276653
0.6267375078	34.1659507751	-1.1929295063
0.6267490878	34.6979408264	-1.1996035576
0.6267606537	34.6252746582	-1.1987149715
0.6267722448	35.2187690735	-1.2057670355
0.6267838111	35.1859245300	-1.2053887844
0.6267953755	35.7925148010	-1.2121572495
0.6268069651	35.6540527344	-1.2106521130
0.6268185331	36.2008171082	-1.2164634466
0.6268300994	36.0081939697	-1.2144562006
0.6268416893	36.5770874023	-1.2202628851
0.6268532555	36.4981689453	-1.2194790840
0.6268648347	37.0716819763	-1.2250219584
0.6268764009	36.8151130676	-1.2225857973
0.6268879734	37.3423881531	-1.2275183201
0.6268995396	37.0642623901	-1.2249524593
0.6269111152	37.6319808960	-1.2301071882
0.6269227045	37.5242958069	-1.2291542292
0.6269342880	38.0938453674	-1.2340679169
0.6269458539	37.8657760620	-1.2321374416
0.6269574301	38.4087371826	-1.2366542816
0.6269689963	38.0764923096	-1.2339227200
0.6269805622	38.6052322388	-1.2382230759
0.6269921514	38.4813117981	-1.2372376919
0.6270037207	38.9819831848	-1.2411370277
0.6270152869	38.7357368469	-1.2392462492
0.6270268728	39.2208137512	-1.2429221869
0.6270384390	38.8770980835	-1.2403379679
0.6270500284	39.3712654114	-1.2440227270
0.6270615949	39.2531166077	-1.2431600094
0.6270731628	39.7463455200	-1.2466877699
0.6270847290	39.4925041199	-1.2448962927
0.6270963175	39.9441032410	-1.2480489016
0.6271078837	39.5741004944	-1.2454776764
0.6271194719	40.0750885010	-1.2489341497
0.6271310384	39.9423179626	-1.2480367422
0.6271426135	40.3591156006	-1.2508101463
0.6271541798	40.0952758789	-1.2490694523
0.6271657617	40.5375137329	-1.2519586086
0.6271773282	40.2383804321	-1.2500199080
0.6271889071	40.7231788635	-1.2531299591
0.6272004963	40.5233879089	-1.2518684864
0.6272120365	40.9071121216	-1.2542668581
0.6272236258	40.6601676941	-1.2527351379
0.6272351970	41.0245246887	-1.2549805641
0.6272467632	40.8136825562	-1.2536922693
0.6272583402	41.1859283447	-1.2559466362
0.6272699064	41.0620689392	-1.2552068233
0.6272814853	41.3153686523	-1.2567089796
0.6272930746	41.1649742126	-1.2558221817
0.6273046368	41.3878059387	-1.2571308613
0.6273162030	41.2376823425	-1.2562527657
0.6273277854	41.5485801697	-1.2580552101
0.6273393513	41.5167121887	-1.2578732967
0.6273509357	41.6976318359	-1.2588975430
0.6273625250	41.5494613647	-1.2580602169
0.6273740805	41.7580032349	-1.2592347860
0.6273856471	41.6866836548	-1.2588361502
0.6273972409	41.8770446777	-1.2598931789
0.6274088075	41.7867622375	-1.2593946457
0.6274203802	42.0106353760	-1.2606217861
0.6274319466	41.9239845276	-1.2601504326
0.6274435177	42.0531921387	-1.2608516216
0.6274551069	41.9802322388	-1.2604569197
0.6274666851	42.1454353333	-1.2613461018
0.6274782514	42.1474456787	-1.2613568306
0.6274898191	42.2508773804	-1.2619051933
0.6275014084	42.1817398071	-1.2615393400
0.6275129751	42.2744293213	-1.2620291710
0.6275245641	42.2710037231	-1.2620111704
0.6275361191	42.3980255127	-1.2626745701
0.6275476854	42.4988327026	-1.2631944418
0.6275592785	42.5305252075	-1.2633566856
0.6275708451	42.5431747437	-1.2634212971
0.6275824237	42.5617904663	-1.2635161877
0.6275939900	42.6191329956	-1.2638072968
0.6276055733	42.6380004883	-1.2639026642
0.6276171397	42.6521987915	-1.2639743090
0.6276287152	42.6761550903	-1.2640949488
0.6276402819	42.6943359375	-1.2641862631
0.6276518627	42.7241935730	-1.2643358707
0.6276634290	42.7551612854	-1.2644904852
0.6276750308	42.8049697876	-1.2647380829
0.6276865971	42.9236259460	-1.2653224468
0.6276981585	42.8619003296	-1.2650194168
0.6277097249	42.8823966980	-1.2651202679
0.6277213015	42.9145660400	-1.2652781010
0.6277328681	43.0003395081	-1.2656961679
0.6277444542	42.9828109741	-1.2656110525
0.6277560439	43.1052665710	-1.2662022114
0.6277676084	42.9898300171	-1.2656451464
0.6277791747	43.0606727600	-1.2659878731
0.6277907608	43.0602531433	-1.2659858465
0.6278023271	43.0969657898	-1.2661623955
0.6278139094	43.0842056274	-1.2661011219
0.6278254757	43.1803855896	-1.2665609121
0.6278370491	43.1441345215	-1.2663881779
0.6278486153	43.1683845520	-1.2665038109
0.6278602135	43.2088584900	-1.2666960955
0.6278717795	43.2403755188	-1.2668452263
0.6278833655	43.2756500244	-1.2670115232
0.6278949087	43.3478660583	-1.2673499584
0.6279064839	43.3017349243	-1.2671340704
0.6279180736	43.3727264404	-1.2674658298
0.6279296365	43.3207855225	-1.2672233582
0.6279412259	43.4255104065	-1.2677108049
0.6279527951	43.3343162537	-1.2672866583
0.6279643613	43.4603004456	-1.2678714991
0.6279759377	43.3824882507	-1.2675112486
0.6279875272	43.5002899170	-1.2680554390
0.6279991063	43.3944702148	-1.2675669193
0.6280106496	43.4697456360	-1.2679150105
0.6280222261	43.4332389832	-1.2677465677
0.6280338155	43.5079841614	-1.2680907249
0.6280453732	43.4527015686	-1.2678364515
0.6280569626	43.5341987610	-1.2682107687
0.6280685459	43.4910736084	-1.2680131197
0.6280801122	43.5397529602	-1.2682361603
0.6280916672	43.5253639221	-1.2681703568
0.6281032569	43.6626319885	-1.2687938213
0.6281148190	43.5350608826	-1.2682147026
0.6281264084	43.6423149109	-1.2687021494
0.6281379789	43.6051864624	-1.2685340643
0.6281495451	43.6877899170	-1.2689070702
0.6281611193	43.6289749146	-1.2686418295
0.6281726857	43.7051773071	-1.2689851522
0.6281842750	43.6429252625	-1.2687048912
0.6281958412	43.6783523560	-1.2688646317
0.6282074138	43.6411552429	-1.2686969042
0.6282189802	43.7911186218	-1.2693688869
0.6282305758	43.7031059265	-1.2689758539
0.6282421418	43.7429618835	-1.2691543102
0.6282537221	43.7232894897	-1.2690663338
0.6282652883	43.7968368530	-1.2693942785
0.6282768524	43.7316284180	-1.2691036463
0.6282884419	43.8056449890	-1.2694333792
0.6283000017	43.7398681641	-1.2691404819
0.6283115911	43.8225631714	-1.2695083618
0.6283231571	43.7320556641	-1.2691055536
0.6283347234	43.8317985535	-1.2695492506
0.6283463128	43.7655639648	-1.2692551613
0.6283578791	43.8596534729	-1.2696722746
0.6283694649	43.8674125671	-1.2697064877
0.6283810312	43.8706855774	-1.2697209120
0.6283925995	43.8295631409	-1.2695393562
0.6284041889	43.8947792053	-1.2698268890
0.6284157607	43.8240699768	-1.2695150375
0.6284273270	43.9127883911	-1.2699059248
0.6284388933	43.8710670471	-1.2697225809
0.6284504827	43.9428558350	-1.2700375319
0.6284620493	43.9301795959	-1.2699820995
0.6284736387	44.0013732910	-1.2702924013
0.6284852015	43.9401283264	-1.2700256109
0.6284967678	43.9537200928	-1.2700849771
0.6285083481	43.9644355774	-1.2701317072
0.6285199143	44.0769271851	-1.2706190348
0.6285314840	43.9705085754	-1.2701581717
0.6285430735	44.0225677490	-1.2703843117
0.6285546341	44.0240287781	-1.2703906298
0.6285662234	44.1048240662	-1.2707389593
0.6285777797	43.9797058105	-1.2701982260
0.6285893690	44.0112075806	-1.2703350782
0.6286009520	43.9946212769	-1.2702630758
0.6286125183	44.0863990784	-1.2706598043
0.6286240948	44.0680427551	-1.2705807686
0.6286356612	44.1261253357	-1.2708302736
0.6286472454	44.0594139099	-1.2705435753
0.6286588120	44.0589714050	-1.2705416679
0.6286703773	44.0154991150	-1.2703536749
0.6286819439	44.0657196045	-1.2705707550
0.6286935355	44.0624008179	-1.2705564499
0.6287051017	44.0844879150	-1.2706515789
0.6287166879	44.0914192200	-1.2706813812
0.6287282542	44.1555442810	-1.2709560394
0.6287398162	44.1117973328	-1.2707688808
0.6287514057	44.1087150574	-1.2707556486
0.6287629670	44.0863189697	-1.2706594467
0.6287745563	44.1425399780	-1.2709004879
0.6287861337	44.1494865417	-1.2709301710
0.6287977001	44.2399864197	-1.2713147402
0.6288092666	44.1847267151	-1.2710803747
0.6288208329	44.1274337769	-1.2708358765
0.6288324204	44.1453552246	-1.2709125280
0.6288439867	44.1552124023	-1.2709546089
0.6288555599	44.1808319092	-1.2710638046
0.6288671492	44.1788444519	-1.2710553408
0.6288787224	44.2397346497	-1.2713136673
0.6288902887	44.1547088623	-1.2709524632
0.6289018648	44.1974868774	-1.2711346149
0.6289134312	44.2353668213	-1.2712951899
0.6289250223	44.2018089294	-1.2711529732
0.6289365887	44.1825141907	-1.2710709572
0.6289481584	44.2091941833	-1.2711843252
0.6289597244	44.1902770996	-1.2711039782
0.6289713161	44.2220191956	-1.2712386847
0.6289828828	44.2900047302	-1.2715256214
0.6289944620	44.2856369019	-1.2715072632
0.6290060514	44.2090835571	-1.2711838484
0.6290175967	44.1974868774	-1.2711346149
0.6290291860	44.3371315002	-1.2717232704
0.6290407522	44.2889823914	-1.2715213299
0.6290523188	44.2201309204	-1.2712306976
0.6290638903	44.2677192688	-1.2714318037
0.6290754798	44.2257041931	-1.2712543011
0.6290870565	44.2472915649	-1.2713456154
0.6290986228	44.2673225403	-1.2714301348
0.6291102114	44.2579650879	-1.2713906765
0.6291217776	44.2685661316	-1.2714353800
0.6291333471	44.2808799744	-1.2714872360
0.6291449137	44.2647781372	-1.2714194059
0.6291564801	44.2934074402	-1.2715399265
0.6291680698	44.2557334900	-1.2713812590
0.6291796289	44.2766876221	-1.2714695930
0.6291912179	44.2815856934	-1.2714902163
0.6292027787	44.3122024536	-1.2716188431
0.6292143678	44.2675209045	-1.2714309692
0.6292259281	44.2782745361	-1.2714762688
0.6292375176	44.3036231995	-1.2715828419
0.6292490816	44.3481712341	-1.2717694044
0.6292606482	44.2697563171	-1.2714403868
0.6292722211	44.3336868286	-1.2717088461
0.6292838104	44.2609596252	-1.2714033127
0.6292953834	44.3515090942	-1.2717833519
0.6293069727	44.2849578857	-1.2715044022
0.6293185275	44.3162384033	-1.2716357708
0.6293300938	44.3159523010	-1.2716345787
0.6293416822	44.3543930054	-1.2717953920
0.6293532485	44.3002738953	-1.2715687752
0.6293648209	44.4016304016	-1.2719920874
0.6293764103	44.3771781921	-1.2718904018
0.6293879756	44.4235877991	-1.2720831633
0.6293995422	44.3884925842	-1.2719374895
0.6294111305	44.4042434692	-1.2720029354
0.6294226969	44.3756332397	-1.2718839645
0.6294342731	44.3707122803	-1.2718634605
0.6294458394	44.3371887207	-1.2717235088
0.6294574244	44.3700523376	-1.2718607187
0.6294690138	44.4076309204	-1.2720170021
0.6294805685	44.4233283997	-1.2720820904
0.6294921352	44.4622879028	-1.2722431421
0.6295037113	44.4390258789	-1.2721470594
0.6295153004	44.3756637573	-1.2718840837
0.6295268548	44.4254875183	-1.2720910311
0.6295384441	44.3537063599	-1.2717925310
0.6295500090	44.4173469543	-1.2720572948
0.6295615753	44.3675651550	-1.2718503475
0.6295731542	44.4651184082	-1.2722548246
0.6295847436	44.4367752075	-1.2721377611
0.6295963080	44.4585609436	-1.2722277641
0.6296078742	44.3884353638	-1.2719372511
0.6296194602	44.3845672607	-1.2719211578
0.6296310496	44.3778953552	-1.2718933821
0.6296426066	44.4222373962	-1.2720775604
0.6296541725	44.3971557617	-1.2719734907
0.6296657573	44.4252853394	-1.2720901966
0.6296773263	44.3797264099	-1.2719010115
0.6296888968	44.4232711792	-1.2720818520
0.6297004865	44.3540763855	-1.2717940807
0.6297120362	44.4739990234	-1.2722914219
0.6297236256	44.3905868530	-1.2719461918
0.6297351994	44.4553260803	-1.2722144127
end
0.6297467884	44.4477043152	-1.2721829414
